ts,X,Y,Z
1035851900,-3.1331101166757187,-0.1164844077546648,-0.31857757704105505
1035855900,-3.133147957686006,-0.1164904792145815,-0.3185754565824746
1035859900,-3.1331403894820107,-0.11648926492225307,-0.318575880674428
1035867900,-3.13315552589097,-0.11649169350708248,-0.3185750324904026
1035871900,-3.1331630940968993,-0.116492907799756,-0.318574608398212
1035875900,-3.1331630940968993,-0.116492907799756,-0.318574608398212
1035879800,-3.133178230511655,-0.11649533638562069,-0.31857376021347483
1035887800,-3.1331630940968993,-0.116492907799756,-0.318574608398212
1035891800,-3.133160953707705,-0.11655470380373652,-0.3185761265017712
1035895800,-3.1331685219143273,-0.11655591810536622,-0.31857570218407294
1035903800,-3.1332578461878793,-0.1165668027565647,-0.318316995629937
1035907800,-3.1332502773822473,-0.11656558939107314,-0.31831741998530655
1035911800,-3.1332405755168917,-0.11662617160916959,-0.318319359380847
1035919800,-3.133265414994466,-0.11656801612222864,-0.31831657127444873
1035923800,-3.1332481443212985,-0.11662738498327103,-0.3183189348001816
1035927800,-3.133265414994466,-0.11656801612222864,-0.31831657127444873
1035931800,-3.1332481443212985,-0.11662738498327103,-0.3183189348001816
1035939800,-3.1332330067134424,-0.11662495823524062,-0.3183197839613936
1035943800,-3.1332103003088445,-0.11662131811448866,-0.3183210577023205
1035947800,-3.1332027315092312,-0.11662010474124962,-0.3183214822823919
1035955800,-3.1331685219143273,-0.11655591810536622,-0.31857570218407294
1035959800,-3.133176090121915,-0.11655713240716857,-0.3185752778662559
1035963800,-3.1332048645685595,-0.11655830920174408,-0.31831996611503155
1035967800,-3.133217869109418,-0.11662253148790015,-0.3183206331221303
1035975800,-3.1332042225711456,-0.1166237861199398,-0.3185750980958604
1035979800,-3.1332193589963624,-0.11662621474302186,-0.3185742490081315
1035983800,-3.133235139773852,-0.11656316266060722,-0.3183182686956896
1035991800,-3.133198794750459,-0.11656077531361154,-0.3185740049120923
1035995800,-3.133198794750459,-0.11656077531361154,-0.3185740049120923
1035999800,-3.1331706623037947,-0.11649412209260207,-0.31857418430590273
1036003800,-3.13315552589097,-0.11649169350708248,-0.3185750324904026
1036011800,-3.1331706623037947,-0.11649412209260207,-0.31857418430590273
1036015800,-3.133185798720479,-0.11649655067881189,-0.3185733361209283
1036019800,-3.133185798720479,-0.11649655067881189,-0.3185733361209283
1036027800,-3.133185798720479,-0.11649655067881189,-0.3185733361209283
1036031800,-3.133185798720479,-0.11649655067881189,-0.3185733361209283
1036035800,-3.133178230511655,-0.11649533638562069,-0.31857376021347483
1036043700,-3.133185798720479,-0.11649655067881189,-0.3185733361209283
1036047700,-3.1331933669302665,-0.11649776497217562,-0.3185729120282631
1036051700,-3.133208503352727,-0.11650019355942076,-0.31857206384257686
1036055700,-3.1331933669302665,-0.11649776497217562,-0.3185729120282631
1036063700,-3.133229067601976,-0.11656563252461934,-0.31857230763821154
1036067700,-3.1332766173012416,-0.11651112221056598,-0.3185682470011164
1036071700,-3.1333068901920553,-0.11651597939333971,-0.31856655062404954
1036079700,-3.1333220266431607,-0.11651840798576209,-0.3185657024348043
1036083700,-3.1333068901920553,-0.11651597939333971,-0.31856655062404954
1036087700,-3.1332917537447464,-0.11651355080160768,-0.31856739881282026
1036091700,-3.133269049080918,-0.116509907915304,-0.3185686710950866
1036099700,-3.133293894138625,-0.11645175509525148,-0.3185658852916466
1036103700,-3.1333165988118177,-0.11645539795676686,-0.31856461368447314
1036107700,-3.133309030586471,-0.11645418366942258,-0.31856503755364945
1036115700,-3.1333620081837785,-0.116462683684455,-0.3185620704669266
1036119700,-3.133369576415744,-0.11646389797300677,-0.3185616465969207
1036123700,-3.1333620081837785,-0.116462683684455,-0.3185620704669266
1036131700,-3.1333620081837785,-0.116462683684455,-0.3185620704669266
1036135700,-3.1333393034935435,-0.11645904081983469,-0.31856334207623316
1036139700,-3.1333393034935435,-0.11645904081983469,-0.31856334207623316
1036143700,-3.133331735265355,-0.11645782653197291,-0.31856376594576497
1036151700,-3.13331595618099,-0.11652089002668468,-0.3188197580574612
1036155700,-3.13331595618099,-0.11652089002668468,-0.3188197580574612
1036159700,-3.1333235238191666,-0.11652210526118854,-0.31881933399903783
1036167700,-3.133333239183682,-0.11646152378118864,-0.3188173962130693
1036171700,-3.1333029686317975,-0.11645666287867033,-0.3188190915450562
1036175700,-3.1333105362683464,-0.11645787810404076,-0.3188186677122374
1036179700,-3.1333256715442896,-0.11646030855529992,-0.3188178200462439
1036187700,-3.133333239183682,-0.11646152378118864,-0.3188173962130693
1036191700,-3.1333483744653043,-0.11646395423348439,-0.3188165485463644
1036195700,-3.1333483744653043,-0.11646395423348439,-0.3188165485463644
1036203600,-3.1333105362683464,-0.11645787810404076,-0.3188186677122374
1036207600,-3.1332878333615484,-0.11645423242844775,-0.31881993921033813
1036211600,-3.1332726980951047,-0.1164518019789162,-0.3188207868751457
1036219600,-3.1332499952025885,-0.11644815630591454,-0.31882205837146765
1036223600,-3.1332348599456874,-0.11644572585811051,-0.31882290603508934
1036227600,-3.1332424275736597,-0.11644694108192616,-0.3188224822033378
1036231600,-3.1332499952025885,-0.11644815630591454,-0.31882205837146765
1036239600,-3.133274845818417,-0.11639000578126797,-0.31881927209647626
1036243600,-3.1332824134514334,-0.11639122099716487,-0.318818848489494
1036247600,-3.1332521429250884,-0.11638636013461326,-0.31882054291671236
1036255600,-3.133274845818417,-0.11639000578126797,-0.31881927209647626
1036259600,-3.1332899810854014,-0.11639243621323442,-0.3188184248823932
1036263600,-3.133295400996198,-0.11645544765347265,-0.3188195153777565
1036267600,-3.133342954549757,-0.11640094273055593,-0.3188154596293711
1036275600,-3.133350522191309,-0.11640215794800685,-0.31881503602132266
1036279600,-3.1333202516307748,-0.11639729707923926,-0.3188167304528056
1036283600,-3.1333353869091503,-0.1163997275132777,-0.31881588323730103
1036291600,-3.1333202516307748,-0.11639729707923926,-0.3188167304528056
1036295600,-3.1332990631701687,-0.11639734677560735,-0.3190716479152929
1036299600,-3.133268794989039,-0.1163924821589071,-0.31907334219845
1036303600,-3.133283929077701,-0.11639491446691136,-0.31907249505710855
1036311600,-3.1333602375601526,-0.11634157731790394,-0.31881310086508974
1036315600,-3.1334283463873533,-0.11635251420527512,-0.31880929041449435
1036319600,-3.133420778736135,-0.11635129899487684,-0.31880971379836714
1036327600,-3.1334359140395076,-0.11635372941584601,-0.3188088670305032
1036331600,-3.1334359140395076,-0.11635372941584601,-0.3188088670305032
1036335600,-3.133420778736135,-0.11635129899487684,-0.31880971379836714
1036343600,-3.133443481692596,-0.11635494462658952,-0.3188084436463937
1036347600,-3.133433766310495,-0.11641552535136397,-0.31881037632497156
1036351600,-3.1334413339633187,-0.11641674057088713,-0.31880995271550167
1036355600,-3.1334413339633187,-0.11641674057088713,-0.31880995271550167
1036363500,-3.133418631007653,-0.11641309491283573,-0.31881122354355607
1036367500,-3.133420778736135,-0.11635129899487684,-0.31880971379836714
1036371500,-3.133451049346618,-0.11635615983750562,-0.31880802026216587
1036379500,-3.1334716045839395,-0.11642160145070682,-0.3188082582764373
1036383500,-3.1334867398998347,-0.11642403189165289,-0.31880741105619437
1036387500,-3.133501875219444,-0.11642646233328982,-0.3188065638354776
1036391500,-3.13351701054276,-0.1164288927756176,-0.318805716614287
1036399500,-3.1335382181582108,-0.11642881682428441,-0.31855081586865647
1036403500,-3.13351701054276,-0.1164288927756176,-0.318805716614287
1036407500,-3.133501875219444,-0.11642646233328982,-0.3188065638354776
1036415500,-3.1334543215420334,-0.11648096741890614,-0.318810614866148
1036419500,-3.133439186234116,-0.11647853696177242,-0.3188114625361734
1036423500,-3.133439186234116,-0.11647853696177242,-0.3188114625361734
1036431500,-3.133446753887608,-0.11647975219025287,-0.31881103870121996
1036435500,-3.1334543215420334,-0.11648096741890614,-0.318810614866148
1036439500,-3.1334446061582164,-0.11654154903676094,-0.31881254904811873
1036443500,-3.1334370385049892,-0.11654033379949104,-0.3188129731084415
1036451500,-3.1334597414674694,-0.11654397951181938,-0.31881170092711697
1036455500,-3.1334370385049892,-0.11654033379949104,-0.3188129731084415
1036459500,-3.1334521738123766,-0.11654276427420371,-0.3188121249876772
1036467500,-3.133406767901431,-0.11653547285214039,-0.3188146693485455
1036471500,-3.1334294708526964,-0.11653911856239405,-0.3188133971686456
1036475500,-3.133414335550916,-0.11653668808871873,-0.31881424528869756
1036479500,-3.133384064958604,-0.11653182714344267,-0.3188159415273771
1036487500,-3.1334273231239096,-0.11660091583839755,-0.3188149087179164
1036491500,-3.1334348907759373,-0.11660213108428871,-0.3188144844323387
1036495500,-3.1334348907759373,-0.11660213108428871,-0.3188144844323387
1036503500,-3.1334273231239096,-0.11660091583839755,-0.3188149087179164
1036507500,-3.1334424584288993,-0.11660334633035285,-0.3188140601466421
1036511500,-3.133450026082795,-0.11660456157658998,-0.3188136358608266
1036519400,-3.1334424584288993,-0.11660334633035285,-0.3188140601466421
1036523400,-3.1334575937376234,-0.1166057768230001,-0.31881321157489234
1036527400,-3.1334478783532886,-0.11666635932631066,-0.31881514748562895
1036531400,-3.133432743046961,-0.1166639288164111,-0.31881599650789755
1036539400,-3.133440310699658,-0.11666514407127435,-0.3188155719968227
1036543400,-3.133455446007852,-0.11666757458152006,-0.3188147229743162
1036547400,-3.133455446007852,-0.11666757458152006,-0.3188147229743162
1036555400,-3.1334478783532886,-0.11666635932631066,-0.31881514748562895
1036559400,-3.133440310699658,-0.11666514407127435,-0.3188155719968227
1036563400,-3.133432743046961,-0.1166639288164111,-0.31881599650789755
1036567400,-3.133410040094481,-0.11666028305285989,-0.31881727004040816
1036575400,-3.133372201859105,-0.11665420678373598,-0.31881939259221326
1036579400,-3.1333207111505437,-0.11664940297094628,-0.3190760162798038
1036583400,-3.1333207111505437,-0.11664940297094628,-0.3190760162798038
1036591400,-3.1333055770526435,-0.11664697059048693,-0.31907686522536577
1036595400,-3.1333282782009153,-0.11665061916143595,-0.31907559180684425
1036599400,-3.1333570665715396,-0.11665177627729788,-0.31882024161210254
1036603400,-3.1333282782009153,-0.11665061916143595,-0.31907559180684425
1036611400,-3.1333282782009153,-0.11665061916143595,-0.31907559180684425
1036615400,-3.1333207111505437,-0.11664940297094628,-0.3190760162798038
1036619400,-3.1333055770526435,-0.11664697059048693,-0.31907686522536577
1036627400,-3.1332882879058253,-0.11670633718765229,-0.31907923261599835
1036631400,-3.1333358452522333,-0.11665183535209893,-0.3190751673337657
1036635400,-3.1333563913567155,-0.11671728298134672,-0.3190754103311137
1036643400,-3.133385189423132,-0.11671843541773766,-0.3188200577513945
1036647400,-3.133370054132334,-0.11671600489300088,-0.318820907222523
1036651400,-3.1333624864883474,-0.11671478963089224,-0.3188213319579086
1036655400,-3.133364634214851,-0.11665299153043039,-0.3188198171022174
1036663400,-3.13332612314685,-0.11671241818241497,-0.3190771091255875
1036667400,-3.1333282782009153,-0.11665061916143595,-0.31907559180684425
1036671400,-3.1333412572498927,-0.116714850581534,-0.31907625972858894
1036679300,-3.133364634214851,-0.11665299153043039,-0.3188198171022174
1036683300,-3.1333570665715396,-0.11665177627729788,-0.31882024161210254
1036687300,-3.1333434123044968,-0.11665305154293525,-0.31907474286056803
1036691300,-3.1333336901978983,-0.11671363438188777,-0.3190766844271478
1036699300,-3.1332980100051167,-0.11664575440051723,-0.31907728969796817
1036703300,-3.1333055770526435,-0.11664697059048693,-0.31907686522536577
1036707300,-3.1333055770526435,-0.11664697059048693,-0.31907686522536577
1036715300,-3.1332828759129137,-0.11664332202109781,-0.31907813864281587
1036719300,-3.1332601747817486,-0.11663967345326853,-0.3190794120591945
1036723300,-3.1332374736591717,-0.11663602488699905,-0.3190806854745017
1036731300,-3.1332169275952784,-0.11657057788090454,-0.31908043894237276
1036735300,-3.133232061670843,-0.11657301023959721,-0.31907959045037765
1036739300,-3.1332147725452066,-0.1166323763222893,-0.3190819588887374
1036743300,-3.1332223395822365,-0.11663359251035257,-0.3190815344174446
1036751300,-3.1332223395822365,-0.11663359251035257,-0.3190815344174446
1036755300,-3.1332601747817486,-0.11663967345326853,-0.3190794120591945
1036759300,-3.1332828759129137,-0.11664332202109781,-0.31907813864281587
1036767300,-3.1332904429585398,-0.11664453821072086,-0.31907771417045155
1036771300,-3.1332828759129137,-0.11664332202109781,-0.31907813864281587
1036775300,-3.133275308868239,-0.11664210583164807,-0.3190785631150611
1036779300,-3.1332904429585398,-0.11664453821072086,-0.31907771417045155
1036787300,-3.1332904429585398,-0.11664453821072086,-0.31907771417045155
