ts,anchor_addr,range
485526900,5,0.87255859375
485776900,5,0.8349609375
486026900,5,0.88671875
486276900,5,0.8681640625
486526900,5,0.86328125
486776900,5,0.82568359375
487026900,5,0.8916015625
487276900,5,0.8818359375
487526900,5,0.85400390625
487776900,5,0.8916015625
488026900,5,0.89599609375
488276900,5,0.86328125
488526900,5,0.92919921875
488776900,5,0.9052734375
489026900,5,0.8916015625
489277000,5,0.8583984375
489526900,5,0.87255859375
489776900,5,0.8681640625
490026900,5,0.8681640625
490276900,5,0.88671875
490526900,5,0.8818359375
490776900,5,0.9052734375
491027000,5,0.8447265625
491276900,5,0.88671875
491527000,5,0.86328125
491776900,5,0.8916015625
492026900,5,0.87255859375
492276900,5,0.90087890625
492526900,5,0.90087890625
492776900,5,0.91943359375
493026900,5,0.8583984375
493526900,5,0.8818359375
493777000,5,0.8681640625
494026900,5,0.87255859375
494277000,5,0.8681640625
494526900,5,0.90087890625
494777000,5,0.88671875
495026900,5,0.87744140625
495276900,5,0.8818359375
495526900,5,0.85400390625
495776900,5,0.90087890625
496027000,5,0.86328125
496276900,5,0.8447265625
496527000,5,0.89599609375
496776900,5,0.86328125
497027000,5,0.88671875
497276900,5,0.85400390625
497526900,5,0.8818359375
497776900,5,0.8349609375
498026900,5,0.9052734375
498526900,5,0.9052734375
498777000,5,0.8916015625
499026900,5,0.8349609375
499277000,5,0.86328125
499526900,5,0.8818359375
499776900,5,0.90087890625
500026900,5,0.8349609375
500277000,5,0.8916015625
500777000,5,0.87255859375
501027000,5,0.8916015625
501277000,5,0.87744140625
501527000,5,0.8818359375
501777000,5,0.8818359375
502027000,5,0.88671875
502277000,5,0.9052734375
502527000,5,0.8583984375
502777000,5,0.87744140625
503027000,5,0.89599609375
503277000,5,0.86328125
503527000,5,0.8583984375
504027000,5,0.84912109375
504277000,5,0.8818359375
504527000,5,0.87255859375
504777000,5,0.87744140625
505027000,5,0.87744140625
505277000,5,0.8818359375
505527000,5,0.88671875
505777000,5,0.87744140625
506027000,5,0.8818359375
506277000,5,0.91015625
506527000,5,0.88671875
506777000,5,0.91015625
507027000,5,0.86328125
507277000,5,0.90087890625
507527000,5,0.87255859375
507777000,5,0.89599609375
508027000,5,0.85400390625
508277000,5,0.8818359375
508527000,5,0.84912109375
508777000,5,0.90087890625
509027000,5,0.8681640625
509277000,5,0.8681640625
509527000,5,0.87744140625
509777000,5,0.86328125
510027000,5,0.85400390625
510277000,5,0.8818359375
510527000,5,0.8583984375
510777000,5,0.8818359375
511027000,5,0.84912109375
511277000,5,0.88671875
511527000,5,0.91943359375
511777000,5,0.87255859375
512027000,5,0.87255859375
512527000,5,0.8583984375
512777000,5,0.86328125
513027000,5,0.88671875
513277000,5,0.87744140625
513527000,5,0.87255859375
513777000,5,0.83984375
514027000,5,0.8818359375
514277000,5,0.84912109375
514777000,5,0.89599609375
515027000,5,0.87744140625
515277000,5,0.8916015625
515527000,5,0.87255859375
515777000,5,0.8916015625
516027000,5,0.9052734375
516277000,5,0.86328125
516527000,5,0.8583984375
516777000,5,0.79736328125
517027000,5,0.8681640625
517277100,5,0.87744140625
517527000,5,0.86328125
517777000,5,0.87255859375
518027000,5,0.84912109375
518277000,5,0.86328125
518527000,5,0.83056640625
518777000,5,0.8583984375
519027100,5,0.91015625
519277000,5,0.88671875
519527100,5,0.87744140625
519777000,5,0.88671875
520027000,5,0.87744140625
520277000,5,0.8681640625
520527000,5,0.8447265625
520777000,5,0.86328125
521027000,5,0.8681640625
521277100,5,0.9052734375
521527000,5,0.8583984375
521777000,5,0.85400390625
522027000,5,0.8447265625
522277000,5,0.86328125
522527000,5,0.87744140625
522777000,5,0.87744140625
523027000,5,0.8349609375
523277000,5,0.86328125
523527000,5,0.8681640625
523777000,5,0.8681640625
524027100,5,0.8818359375
524277000,5,0.8818359375
524527100,5,0.89599609375
524777000,5,0.90087890625
525027100,5,0.84912109375
525277000,5,0.8349609375
525527000,5,0.84912109375
525777000,5,0.88671875
526027000,5,0.88671875
526527000,5,0.8818359375
526777100,5,0.8681640625
